Predictions: (Task 2, Task 6, Task 10, Task 12, Task 13)

No         Predictions     Hop latency [us]     Accuracy [%]        
5504       (3 1 1 5 2)     38.117               79.288              
5505       (2 1 1 1 2)     44.177               79.288              
5506       (3 3 2 1 2)     44.364               79.292              
5507       (3 3 2 1 2)     42.208               79.296              
5508       (3 5 1 1 1)     39.835               79.299              
5509       (0 3 2 1 2)     43.782               79.299              
5510       (3 1 1 1 2)     38.374               79.300              
5511       (3 3 2 5 2)     42.051               79.300              
5512       (3 5 1 1 2)     44.394               79.300              
5513       (3 3 2 1 2)     38.219               79.296              
5514       (3 1 2 1 2)     44.489               79.300              
5515       (3 1 2 1 2)     40.441               79.300              
5516       (3 5 1 1 2)     38.096               79.304              
5517       (3 3 2 1 2)     46.089               79.308              
5518       (3 5 2 5 2)     42.938               79.304              
5519       (3 5 1 1 2)     44.409               79.304              
5520       (3 5 2 0 2)     43.656               79.301              
5521       (2 5 1 1 2)     42.489               79.301              
5522       (3 5 1 1 2)     42.350               79.301              
5523       (3 5 1 1 2)     38.816               79.305              
5524       (3 5 1 1 2)     44.824               79.305              
5525       (3 3 2 1 2)     44.844               79.309              
5526       (3 5 1 5 2)     41.551               79.305              
5527       (3 5 1 0 2)     43.561               79.305              
5528       (3 5 1 1 2)     42.275               79.305              
5529       (0 5 2 0 2)     41.534               79.298              
5530       (2 3 2 1 2)     42.262               79.298              
5531       (3 5 1 1 2)     38.346               79.302              
5532       (2 3 2 1 2)     40.606               79.299              
5533       (3 1 2 0 2)     44.458               79.295              
5534       (2 5 2 1 2)     44.488               79.295              
5535       (3 4 2 1 2)     44.627               79.296              
5536       (3 1 1 1 2)     39.246               79.296              
5537       (3 5 2 1 1)     43.536               79.296              
5538       (3 1 1 5 2)     44.866               79.296              
5539       (2 1 1 1 2)     41.961               79.292              
5540       (3 5 2 1 2)     44.599               79.296              
5541       (3 3 2 0 2)     45.017               79.296              
5542       (3 5 1 1 2)     44.773               79.300              
5543       (2 3 2 1 2)     38.596               79.300              
5544       (3 3 2 1 2)     38.863               79.304              
5545       (3 1 2 1 2)     42.825               79.304              
5546       (0 5 1 5 0)     41.630               79.297              
5547       (3 5 2 1 2)     44.218               79.301              
5548       (3 6 2 1 2)     44.209               79.301              
5549       (2 5 1 5 2)     45.611               79.297              
5550       (3 1 1 1 2)     44.117               79.297              
5551       (3 1 1 1 2)     41.763               79.298              
5552       (6 5 2 1 2)     41.496               79.301              
5553       (3 5 2 5 2)     41.917               79.301              
5554       (3 5 2 0 1)     39.940               79.302              
5555       (3 1 2 1 2)     42.787               79.302              
5556       (3 3 2 5 2)     44.548               79.302              
5557       (2 5 2 5 2)     43.371               79.298              
5558       (3 5 2 0 2)     42.476               79.295              
5559       (3 5 2 1 2)     42.931               79.299              
5560       (2 1 1 0 1)     44.774               79.291              
5561       (3 3 2 1 2)     45.358               79.295              
5562       (3 3 2 1 2)     42.111               79.299              
5563       (2 3 2 3 2)     45.910               79.299              
5564       (3 1 2 5 2)     44.653               79.296              
5565       (3 3 2 1 2)     43.421               79.296              
5566       (3 3 2 1 2)     42.214               79.299              
5567       (2 3 2 3 2)     42.326               79.300              
5568       (3 5 2 3 2)     44.180               79.300              
5569       (2 5 2 0 2)     43.248               79.296              
5570       (3 3 2 1 2)     44.568               79.300              
5571       (3 1 2 1 2)     43.609               79.296              
5572       (3 3 2 1 2)     44.671               79.300              
5573       (0 3 2 1 2)     42.252               79.304              
5574       (5 3 2 0 2)     41.803               79.304              
5575       (2 5 2 1 1)     44.425               79.304              
5576       (2 5 1 2 2)     38.691               79.301              
5577       (3 1 1 1 1)     41.077               79.304              
5578       (2 5 1 1 2)     44.374               79.305              
5579       (3 5 2 1 1)     43.076               79.308              
5580       (3 3 2 1 2)     40.678               79.308              
5581       (3 3 2 1 2)     42.284               79.308              
5582       (3 3 2 1 2)     38.191               79.312              
5583       (2 3 2 1 2)     45.091               79.312              
5584       (3 3 2 1 2)     43.392               79.316              
5585       (2 1 1 3 2)     44.046               79.313              
5586       (3 5 2 3 1)     40.555               79.309              
5587       (0 4 2 5 1)     44.374               79.306              
5588       (2 1 1 1 2)     43.924               79.302              
5589       (2 5 2 1 2)     38.373               79.306              
5590       (3 1 1 1 2)     41.527               79.310              
5591       (3 3 2 1 2)     42.501               79.313              
5592       (6 5 2 1 2)     44.651               79.313              
5593       (2 5 1 5 1)     56.742               79.310              
5594       (3 1 2 5 2)     44.263               79.307              
5595       (6 3 2 5 2)     41.977               79.307              
5596       (3 5 2 5 2)     38.112               79.307              
5597       (3 3 2 3 2)     42.293               79.303              
5598       (3 1 2 5 2)     38.373               79.300              
5599       (3 1 1 1 2)     40.935               79.304              
5600       (3 3 2 5 2)     42.184               79.304              
5601       (3 5 2 0 2)     42.351               79.304              
5602       (3 5 1 1 2)     44.000               79.308              
5603       (2 5 2 5 2)     38.054               79.300              
5604       (3 3 2 1 2)     45.194               79.304              
5605       (3 5 2 1 2)     41.180               79.308              
5606       (2 6 2 1 2)     44.359               79.308              
5607       (6 3 2 1 2)     44.312               79.305              
5608       (3 1 1 1 2)     38.020               79.308              
5609       (2 3 2 1 2)     44.309               79.308              
5610       (3 5 2 1 1)     43.507               79.309              
5611       (2 5 2 1 2)     38.583               79.309              
5612       (3 1 2 1 2)     42.202               79.309              
5613       (2 1 1 0 1)     43.633               79.302              
5614       (3 5 1 0 2)     41.554               79.298              
5615       (3 5 1 1 2)     42.943               79.298              
5616       (0 6 1 5 2)     38.777               79.295              
5617       (3 5 2 0 2)     42.613               79.292              
5618       (3 5 1 1 2)     45.371               79.292              
5619       (3 5 1 1 1)     44.603               79.292              
5620       (2 4 2 5 1)     43.210               79.281              
5621       (3 3 2 5 2)     42.456               79.281              
5622       (2 3 2 1 2)     44.603               79.282              
5623       (2 1 1 1 2)     43.460               79.278              
5624       (3 5 2 1 2)     42.800               79.282              
5625       (3 4 2 3 2)     42.202               79.278              
5626       (3 3 2 1 2)     44.207               79.282              
5627       (3 1 1 1 2)     43.357               79.286              
5628       (4 5 2 0 2)     38.542               79.286              
5629       (3 1 2 1 2)     40.296               79.286              
5630       (3 5 1 0 1)     42.271               79.279              
5631       (3 6 2 1 2)     38.494               79.283              
5632       (3 1 2 1 2)     46.403               79.283              
5633       (3 3 2 0 2)     42.433               79.279              
5634       (3 3 2 4 2)     44.479               79.280              
5635       (2 5 2 1 1)     41.224               79.276              
5636       (3 3 2 1 2)     44.966               79.276              
5637       (3 3 2 5 2)     45.369               79.276              
5638       (3 5 2 1 1)     43.019               79.273              
5639       (3 5 2 1 1)     42.763               79.277              
5640       (4 3 2 3 2)     45.349               79.277              
5641       (3 1 1 1 2)     42.719               79.277              
5642       (2 3 2 1 2)     45.600               79.281              
5643       (3 5 2 0 2)     39.501               79.281              
5644       (3 5 1 1 2)     43.666               79.284              
5645       (3 3 2 1 2)     44.066               79.288              
5646       (3 3 2 1 2)     44.323               79.292              
5647       (2 5 2 5 2)     41.910               79.288              
5648       (2 3 2 4 2)     45.645               79.285              
5649       (3 3 2 5 2)     44.896               79.285              
5650       (2 5 2 0 1)     45.389               79.282              
5651       (3 3 2 1 2)     45.081               79.278              
5652       (3 5 1 1 2)     41.590               79.278              
5653       (3 5 2 1 2)     45.603               79.282              
5654       (3 3 2 3 2)     39.471               79.282              
5655       (3 3 2 0 2)     44.593               79.279              
5656       (3 1 2 1 2)     44.443               79.279              
5657       (3 3 2 5 2)     40.333               79.275              
5658       (3 3 2 1 2)     39.399               79.279              
5659       (3 5 2 1 2)     44.408               79.279              
5660       (3 5 2 1 1)     42.032               79.279              
5661       (3 3 2 1 2)     44.586               79.283              
5662       (0 4 2 0 1)     41.590               79.280              
5663       (2 5 2 0 2)     46.398               79.276              
5664       (3 1 1 1 2)     42.912               79.273              
5665       (3 3 2 1 2)     44.630               79.276              
5666       (3 5 1 1 2)     44.715               79.280              
5667       (2 5 2 1 2)     44.237               79.280              
5668       (3 5 2 1 2)     45.406               79.284              
5669       (3 6 2 1 2)     43.547               79.287              
5670       (2 5 2 1 2)     41.279               79.284              
5671       (3 6 1 1 2)     44.907               79.288              
5672       (3 1 1 1 2)     41.189               79.291              
5673       (3 3 2 1 1)     45.540               79.295              
5674       (3 5 2 1 2)     43.599               79.292              
5675       (0 1 1 5 1)     44.570               79.288              
5676       (2 1 1 1 2)     44.018               79.292              
5677       (3 5 1 1 2)     44.638               79.292              
5678       (3 1 1 1 2)     43.425               79.292              
5679       (3 4 2 1 2)     44.112               79.292              
5680       (3 5 2 1 2)     41.937               79.289              
5681       (3 3 2 5 2)     42.168               79.289              
5682       (3 3 2 1 2)     44.519               79.293              
5683       (0 3 2 1 2)     43.832               79.296              
5684       (2 3 2 1 2)     38.437               79.296              
5685       (3 3 2 0 2)     42.452               79.297              
5686       (5 3 2 1 3)     44.592               79.297              
5687       (2 5 1 0 2)     38.068               79.290              
5688       (2 5 1 1 2)     41.112               79.286              
5689       (3 5 2 5 2)     41.142               79.286              
5690       (3 1 2 1 2)     44.597               79.287              
5691       (2 5 1 5 1)     38.101               79.280              
5692       (3 3 2 1 2)     43.436               79.283              
5693       (3 3 2 1 2)     43.150               79.283              
5694       (3 3 2 1 2)     44.277               79.287              
5695       (2 3 2 1 2)     43.652               79.291              
5696       (3 5 2 1 2)     38.257               79.294              
5697       (3 1 2 1 2)     38.845               79.294              
5698       (3 3 2 1 2)     38.070               79.298              
5699       (2 1 1 1 2)     43.709               79.298              
5700       (3 3 2 1 2)     43.641               79.302              
5701       (3 5 2 1 2)     38.438               79.298              
5702       (3 3 2 5 2)     44.258               79.299              
5703       (2 5 1 5 1)     43.395               79.295              
5704       (3 1 1 1 2)     38.126               79.295              
5705       (2 5 2 1 0)     44.531               79.288              
5706       (2 5 1 1 2)     41.652               79.285              
5707       (3 5 2 0 1)     39.144               79.285              
5708       (3 5 1 1 2)     44.694               79.289              
5709       (3 5 1 0 2)     43.127               79.289              
5710       (2 5 1 0 1)     44.469               79.286              
5711       (3 5 2 5 2)     44.571               79.286              
5712       (3 5 2 0 2)     42.546               79.286              
5713       (2 3 2 5 2)     45.942               79.282              
5714       (3 1 2 1 2)     39.585               79.279              
5715       (3 3 2 1 2)     42.257               79.283              
5716       (2 3 2 1 2)     44.243               79.279              
5717       (0 5 1 1 2)     43.670               79.283              
5718       (3 5 1 5 2)     38.601               79.280              
5719       (3 5 2 0 1)     41.240               79.280              
5720       (3 5 2 1 2)     42.265               79.283              
5721       (3 5 2 1 1)     38.507               79.283              
5722       (3 5 1 0 2)     45.009               79.280              
5723       (3 5 2 1 2)     38.517               79.284              
5724       (2 5 1 0 1)     42.962               79.280              
5725       (3 1 1 2 2)     44.148               79.277              
5726       (3 6 1 1 2)     38.079               79.281              
5727       (0 6 2 1 1)     38.382               79.281              
5728       (3 5 2 1 2)     41.978               79.277              
5729       (3 1 1 1 1)     41.661               79.277              
5730       (3 1 2 1 1)     38.077               79.281              
5731       (2 5 1 1 2)     38.424               79.281              
5732       (3 3 2 5 2)     44.005               79.281              
5733       (2 5 2 1 2)     41.957               79.281              
5734       (3 5 2 1 2)     44.325               79.282              
5735       (3 1 2 5 2)     40.751               79.278              
5736       (3 5 2 1 2)     44.489               79.282              
5737       (3 6 2 5 2)     44.026               79.282              
5738       (3 3 2 5 2)     38.130               79.282              
5739       (3 5 1 5 2)     38.026               79.282              
5740       (2 3 2 1 2)     38.327               79.286              
5741       (3 5 1 0 2)     38.163               79.279              
5742       (0 1 1 0 1)     44.240               79.276              
5743       (3 3 2 0 2)     41.343               79.272              
5744       (3 5 2 5 2)     38.079               79.265              
5745       (2 5 1 1 2)     38.344               79.262              
5746       (0 3 2 1 2)     38.349               79.262              
5747       (2 4 2 5 1)     44.441               79.259              
5748       (3 5 1 1 2)     41.625               79.262              
5749       (3 3 2 1 2)     42.508               79.266              
5750       (2 5 2 1 1)     45.559               79.266              
5751       (0 3 2 1 1)     40.756               79.263              
5752       (3 6 2 0 2)     41.988               79.256              
5753       (3 3 2 1 2)     38.960               79.256              
5754       (3 3 2 1 2)     44.519               79.260              
5755       (3 3 2 1 2)     43.392               79.263              
5756       (3 5 2 5 2)     44.805               79.260              
5757       (3 5 2 1 2)     43.177               79.260              
5758       (2 1 1 1 2)     43.063               79.260              
5759       (6 3 2 1 2)     43.032               79.260              
5760       (3 1 1 5 2)     43.149               79.261              
5761       (3 3 2 0 2)     45.288               79.257              
5762       (0 5 2 1 2)     45.674               79.257              
5763       (3 5 2 1 2)     44.129               79.261              
5764       (3 1 1 1 2)     44.529               79.258              
5765       (2 3 2 1 2)     38.332               79.258              
5766       (5 3 2 1 1)     44.346               79.258              
5767       (2 3 2 1 2)     38.745               79.258              
5768       (3 3 2 1 2)     42.797               79.262              
5769       (3 5 2 1 1)     37.994               79.262              
5770       (2 5 2 1 2)     44.221               79.262              
5771       (2 3 2 1 2)     44.027               79.262              
5772       (3 3 2 1 2)     42.963               79.266              
5773       (2 1 2 1 2)     44.844               79.262              
5774       (3 5 1 1 2)     40.330               79.262              
5775       (2 1 1 1 2)     43.380               79.262              
5776       (3 5 2 1 2)     41.016               79.263              
5777       (2 3 2 1 2)     38.233               79.263              
5778       (2 3 2 1 2)     43.515               79.263              
5779       (3 3 2 0 2)     44.185               79.263              
5780       (3 3 2 5 2)     43.527               79.263              
5781       (3 5 2 5 2)     44.394               79.263              
5782       (3 4 2 1 2)     43.925               79.263              
5783       (3 3 2 1 2)     44.354               79.260              
5784       (3 3 2 1 2)     44.333               79.260              
5785       (2 5 1 1 2)     44.171               79.260              
5786       (3 5 1 1 2)     38.076               79.260              
5787       (3 5 2 1 2)     44.067               79.264              
5788       (2 3 2 1 1)     38.057               79.264              
5789       (3 5 2 1 2)     43.151               79.264              
5790       (3 3 2 1 2)     45.790               79.264              
5791       (3 5 2 5 2)     40.107               79.265              
5792       (3 3 2 5 2)     38.835               79.265              
5793       (3 5 2 0 2)     43.659               79.258              
5794       (3 3 2 0 2)     38.262               79.258              
5795       (2 3 2 5 1)     41.969               79.258              
5796       (0 1 1 1 2)     42.245               79.255              
5797       (2 3 2 1 2)     44.243               79.251              
5798       (2 5 1 1 2)     41.550               79.255              
5799       (3 5 2 1 2)     43.198               79.255              
5800       (3 3 2 1 2)     40.699               79.259              
5801       (5 5 2 0 2)     44.079               79.255              
5802       (3 6 1 1 2)     40.900               79.259              
5803       (6 1 2 1 2)     45.081               79.259              
5804       (3 1 1 1 2)     39.608               79.263              
5805       (3 5 2 0 2)     43.914               79.263              
5806       (3 1 1 1 2)     38.292               79.266              
5807       (5 3 2 0 1)     44.508               79.267              
5808       (2 5 1 2 2)     38.203               79.260              
5809       (2 3 2 1 2)     44.648               79.263              
5810       (3 1 2 1 2)     43.575               79.263              
5811       (3 5 2 1 2)     43.063               79.267              
5812       (3 5 1 1 2)     45.982               79.271              
5813       (3 3 2 0 1)     45.030               79.271              
5814       (2 5 1 5 2)     43.981               79.267              
5815       (5 3 2 1 2)     42.736               79.271              
5816       (3 5 1 1 2)     39.613               79.271              
5817       (3 5 2 0 2)     41.233               79.271              
5818       (3 5 2 1 2)     44.388               79.275              
5819       (3 5 2 1 2)     40.886               79.275              
5820       (3 1 1 1 2)     44.297               79.278              
5821       (0 3 2 1 2)     42.288               79.279              
5822       (3 1 2 1 2)     43.821               79.279              
5823       (2 5 1 5 1)     43.718               79.275              
5824       (3 3 2 1 2)     44.164               79.279              
5825       (2 5 1 5 2)     37.863               79.272              
5826       (3 5 2 1 2)     42.362               79.272              
5827       (3 1 1 1 2)     42.494               79.276              
5828       (3 3 2 5 1)     44.357               79.276              
5829       (3 3 2 3 2)     44.287               79.276              
5830       (6 3 2 1 2)     43.242               79.276              
5831       (3 5 2 0 2)     45.781               79.273              
5832       (2 1 2 0 2)     45.720               79.270              
5833       (3 1 1 0 2)     44.601               79.263              
5834       (2 5 1 1 2)     38.348               79.263              
5835       (3 5 1 1 2)     38.120               79.267              
5836       (2 3 2 1 2)     40.534               79.267              
5837       (3 5 2 1 1)     38.077               79.267              
5838       (2 1 1 2 1)     41.439               79.264              
5839       (3 3 2 1 2)     38.050               79.267              
5840       (3 5 2 5 2)     43.241               79.267              
5841       (3 1 2 5 2)     44.202               79.264              
5842       (3 1 1 1 2)     41.886               79.267              
5843       (3 3 2 1 2)     41.541               79.271              
5844       (3 5 2 1 2)     41.582               79.271              
5845       (2 5 1 5 1)     44.868               79.268              
5846       (6 3 2 5 2)     43.805               79.265              
5847       (3 3 2 1 2)     38.989               79.268              
5848       (3 5 2 1 2)     38.529               79.268              
5849       (3 5 1 1 2)     42.350               79.272              
5850       (2 3 2 1 2)     41.263               79.269              
5851       (3 3 2 1 2)     43.199               79.272              
5852       (3 1 2 1 2)     38.286               79.276              
5853       (3 5 1 1 2)     44.519               79.279              
5854       (3 3 2 1 2)     39.596               79.283              
5855       (2 1 2 1 2)     38.030               79.279              
5856       (2 5 2 0 2)     38.071               79.276              
5857       (2 5 2 1 1)     38.050               79.276              
5858       (2 1 1 1 1)     38.068               79.273              
5859       (2 3 2 1 2)     38.367               79.273              
5860       (0 1 1 1 1)     38.315               79.273              
5861       (3 1 2 5 2)     38.072               79.270              
5862       (3 5 1 1 2)     42.526               79.270              
5863       (3 3 2 1 2)     38.060               79.274              
5864       (2 3 2 5 1)     44.215               79.270              
5865       (3 5 2 5 1)     38.384               79.267              
5866       (3 6 2 1 2)     42.307               79.270              
5867       (2 5 2 3 1)     43.629               79.267              
5868       (2 5 2 1 2)     45.798               79.267              
5869       (3 5 2 1 2)     42.787               79.267              
5870       (3 5 2 1 2)     44.244               79.271              
5871       (3 1 1 1 2)     44.068               79.271              
5872       (3 5 1 1 2)     43.076               79.275              
5873       (2 1 1 0 2)     41.354               79.268              
5874       (3 1 1 1 2)     43.711               79.271              
5875       (3 5 2 1 2)     44.000               79.272              
5876       (3 1 1 1 2)     43.313               79.272              
5877       (2 3 2 1 2)     43.794               79.272              
5878       (3 5 2 1 2)     44.428               79.275              
5879       (2 3 2 5 2)     40.620               79.272              
5880       (3 3 2 1 2)     44.798               79.276              
5881       (3 3 2 1 1)     44.839               79.276              
5882       (3 5 1 1 2)     44.952               79.279              
5883       (3 5 1 1 2)     42.893               79.279              
5884       (2 5 2 1 2)     39.094               79.280              
5885       (3 5 1 0 1)     44.459               79.276              
5886       (2 3 2 1 2)     42.819               79.276              
5887       (3 5 1 1 2)     38.009               79.280              
5888       (4 3 2 5 2)     40.947               79.280              
5889       (2 5 2 5 2)     37.723               79.277              
5890       (6 3 2 1 2)     45.608               79.277              
5891       (3 3 2 1 2)     40.670               79.277              
5892       (6 1 2 1 1)     44.859               79.274              
5893       (3 1 1 1 2)     41.929               79.270              
5894       (2 5 1 1 2)     44.388               79.274              
5895       (3 5 2 5 1)     44.245               79.271              
5896       (2 5 0 5 1)     43.559               79.261              
5897       (3 3 2 1 2)     40.353               79.264              
5898       (3 3 2 1 2)     43.753               79.268              
5899       (3 1 1 0 2)     38.288               79.268              
5900       (3 5 2 3 2)     43.281               79.265              
5901       (3 3 2 3 2)     38.869               79.261              
5902       (3 3 2 5 2)     43.804               79.261              
5903       (3 3 2 1 2)     45.218               79.262              
5904       (3 3 2 1 2)     44.798               79.265              
5905       (3 1 1 1 2)     42.983               79.262              
5906       (3 5 1 0 2)     44.692               79.262              
5907       (2 5 1 1 2)     42.929               79.262              
5908       (2 5 1 1 2)     44.397               79.262              
5909       (3 5 1 1 1)     41.592               79.262              
5910       (3 1 2 1 2)     39.647               79.262              
5911       (3 5 1 1 2)     38.079               79.266              
5912       (2 3 2 1 2)     38.066               79.263              
5913       (3 1 2 1 2)     43.629               79.266              
5914       (3 5 2 1 2)     44.283               79.270              
5915       (3 1 2 1 2)     43.792               79.270              
5916       (3 5 1 1 2)     43.864               79.273              
5917       (3 5 1 1 1)     38.242               79.273              
5918       (2 3 2 1 2)     43.651               79.274              
5919       (3 1 2 0 2)     43.978               79.274              
5920       (2 3 2 5 2)     40.034               79.274              
5921       (3 5 1 1 2)     43.346               79.277              
5922       (3 3 2 1 2)     44.232               79.281              
5923       (3 5 2 5 2)     41.364               79.278              
5924       (0 3 2 0 2)     51.812               79.274              
5925       (3 5 1 1 1)     45.574               79.278              
5926       (3 3 2 1 2)     39.314               79.281              
5927       (3 5 2 0 2)     42.009               79.281              
5928       (3 5 2 0 2)     43.866               79.281              
5929       (3 3 2 5 2)     44.794               79.282              
5930       (3 3 2 5 2)     44.583               79.282              
5931       (3 1 2 1 2)     42.504               79.282              
5932       (3 5 1 1 2)     44.374               79.285              
5933       (3 5 2 0 2)     42.879               79.285              
5934       (2 3 2 3 2)     43.148               79.286              
5935       (3 3 2 1 2)     38.569               79.289              
5936       (3 5 2 5 2)     44.365               79.286              
5937       (2 5 2 0 1)     44.474               79.279              
5938       (3 3 2 1 2)     44.466               79.283              
5939       (3 5 2 0 2)     44.231               79.283              
5940       (3 3 2 1 2)     42.370               79.286              
5941       (3 5 2 1 1)     42.957               79.286              
5942       (2 3 2 1 2)     38.388               79.287              
5943       (2 5 2 1 2)     43.425               79.283              
5944       (3 3 2 1 2)     44.355               79.287              
5945       (3 5 2 1 2)     44.754               79.287              
5946       (3 3 2 1 2)     41.884               79.290              
5947       (6 3 2 1 2)     38.403               79.287              
5948       (3 3 2 1 2)     38.906               79.287              
5949       (0 6 2 5 1)     42.941               79.284              
5950       (2 6 1 0 2)     41.348               79.277              
5951       (3 5 2 1 1)     45.392               79.278              
5952       (3 5 2 1 2)     44.674               79.278              
5953       (3 6 2 1 2)     44.191               79.271              
5954       (3 3 2 1 2)     44.275               79.275              
5955       (4 6 2 1 1)     40.437               79.275              
5956       (3 1 2 1 2)     38.304               79.278              
5957       (3 1 2 1 2)     44.492               79.275              
5958       (3 1 2 5 2)     44.003               79.272              
5959       (3 1 1 5 2)     36.240               79.272              
5960       (0 4 2 5 2)     45.505               79.272              
5961       (3 1 2 1 2)     39.867               79.272              
5962       (3 1 2 5 2)     38.041               79.269              
5963       (3 3 2 1 2)     38.123               79.272              
5964       (3 6 2 0 2)     38.440               79.266              
5965       (3 3 2 5 1)     42.125               79.266              
5966       (2 5 1 1 2)     42.464               79.266              
5967       (2 5 2 1 2)     44.201               79.266              
5968       (2 3 2 4 2)     43.587               79.263              
5969       (3 5 1 5 2)     39.150               79.260              
5970       (3 5 2 1 1)     42.132               79.260              
5971       (3 5 2 3 2)     45.563               79.260              
5972       (3 5 1 1 1)     41.494               79.260              
5973       (3 3 2 1 2)     38.045               79.263              
5974       (3 1 1 1 2)     38.354               79.267              
5975       (3 5 2 1 2)     44.325               79.267              
5976       (3 3 2 1 2)     43.767               79.271              
5977       (3 3 2 1 2)     43.706               79.274              
5978       (3 5 2 1 2)     43.904               79.274              
5979       (2 5 1 5 2)     42.522               79.271              
5980       (2 3 2 1 2)     38.806               79.274              
5981       (2 3 2 1 2)     45.613               79.278              
5982       (3 5 1 1 2)     41.977               79.278              
5983       (3 3 2 1 2)     44.427               79.281              
5984       (2 1 1 3 1)     41.671               79.275              
5985       (3 3 2 1 2)     42.308               79.278              
5986       (3 3 2 1 2)     42.207               79.282              
5987       (3 3 2 1 2)     44.785               79.282              
5988       (3 5 2 1 2)     40.986               79.282              
5989       (3 3 2 3 2)     45.054               79.279              
5990       (3 3 2 1 2)     40.393               79.282              
5991       (2 5 2 0 2)     38.624               79.279              
5992       (2 3 2 3 2)     39.113               79.276              
5993       (2 6 2 1 2)     38.549               79.279              
5994       (3 5 1 1 2)     38.354               79.283              
5995       (2 1 2 1 2)     38.362               79.283              
5996       (2 5 1 1 2)     38.286               79.280              
5997       (3 5 1 1 2)     38.811               79.280              
5998       (3 3 2 5 2)     44.107               79.280              
5999       (2 6 2 0 2)     40.645               79.277              
6000       (3 5 2 1 2)     41.598               79.280              
6001       (3 1 2 1 2)     44.629               79.280              
6002       (3 3 2 0 2)     40.358               79.280              
6003       (3 5 1 3 2)     38.075               79.277              
6004       (4 3 2 1 2)     38.310               79.281              
6005       (3 1 2 5 2)     40.359               79.277              
6006       (3 5 2 3 2)     43.533               79.278              
6007       (3 5 2 1 1)     44.200               79.281              
6008       (3 5 1 1 2)     42.438               79.281              
6009       (2 3 2 1 2)     45.980               79.281              
6010       (3 5 2 1 2)     39.488               79.278              
6011       (3 3 2 4 2)     43.625               79.278              
6012       (5 3 2 1 3)     44.342               79.278              
6013       (3 3 2 3 2)     41.537               79.278              
6014       (3 5 2 3 2)     42.374               79.275              
6015       (3 6 2 1 2)     38.013               79.269              
6016       (2 1 1 1 2)     38.322               79.265              
6017       (3 3 2 1 2)     39.991               79.269              
6018       (2 5 1 3 2)     44.231               79.266              
6019       (5 3 2 1 2)     44.168               79.269              
6020       (3 5 2 1 2)     38.468               79.273              
6021       (3 3 2 1 2)     44.918               79.273              
6022       (2 5 1 2 1)     38.994               79.269              
6023       (3 5 2 3 2)     38.927               79.270              
6024       (3 5 1 0 2)     38.580               79.270              
6025       (0 4 2 5 1)     42.605               79.267              
6026       (2 1 1 1 2)     39.051               79.263              
6027       (2 5 1 3 2)     38.315               79.260              
6028       (3 3 2 1 2)     43.320               79.260              
6029       (3 3 2 1 2)     38.489               79.264              
6030       (3 5 2 5 2)     43.268               79.264              
6031       (3 3 2 1 2)     38.264               79.264              
6032       (2 5 2 4 2)     42.235               79.261              
6033       (2 1 1 1 2)     44.123               79.264              
6034       (2 3 2 1 2)     39.940               79.264              
6035       (3 5 1 0 2)     60.614               79.258              
6036       (3 6 2 1 2)     39.823               79.258              
6037       (3 3 2 1 2)     45.654               79.261              
6038       (3 3 2 5 2)     42.838               79.261              
6039       (2 5 2 1 2)     42.981               79.262              
6040       (0 5 1 0 1)     46.064               79.262              
6041       (3 3 2 5 1)     41.827               79.259              
6042       (3 3 2 0 2)     44.588               79.259              
6043       (3 5 1 1 2)     44.813               79.262              
6044       (3 3 2 1 2)     40.452               79.262              
6045       (0 6 2 0 2)     43.679               79.259              
6046       (3 3 2 1 2)     45.749               79.262              
6047       (2 5 1 1 2)     43.064               79.263              
6048       (3 5 2 0 2)     44.529               79.263              
6049       (3 5 2 5 2)     38.414               79.260              
6050       (3 3 2 5 2)     43.925               79.260              
6051       (3 6 2 1 1)     41.209               79.260              
6052       (3 5 2 1 2)     45.665               79.263              
6053       (3 6 1 1 2)     41.049               79.267              
6054       (2 5 1 5 2)     44.039               79.263              
6055       (0 6 1 1 2)     42.166               79.267              
6056       (3 3 2 1 2)     43.052               79.270              
6057       (3 5 1 1 2)     44.147               79.270              
6058       (3 1 2 1 1)     42.482               79.271              
6059       (3 1 2 1 2)     44.549               79.271              
6060       (3 5 2 1 2)     43.454               79.271              
6061       (3 3 2 1 2)     44.249               79.274              
6062       (3 1 2 1 2)     45.154               79.278              
6063       (3 3 2 1 2)     42.909               79.281              
6064       (6 1 2 5 2)     44.496               79.275              
6065       (3 3 2 5 2)     43.529               79.275              
6066       (2 3 2 1 2)     43.700               79.275              
6067       (3 3 1 0 2)     43.434               79.272              
6068       (3 6 2 0 2)     43.609               79.268              
6069       (3 3 2 5 2)     40.945               79.269              
6070       (3 5 2 1 2)     42.336               79.269              
6071       (3 3 2 3 2)     38.218               79.269              
6072       (3 5 2 0 2)     38.337               79.266              
6073       (3 1 2 1 2)     43.178               79.269              
6074       (3 1 2 1 2)     44.230               79.272              
6075       (2 5 2 0 2)     41.821               79.269              
6076       (3 5 2 0 2)     41.576               79.269              
6077       (3 3 2 1 2)     41.102               79.273              
6078       (2 5 1 1 1)     40.704               79.273              
6079       (3 1 1 1 2)     38.683               79.276              
6080       (3 1 1 1 1)     38.648               79.276              
6081       (3 3 2 1 2)     38.542               79.280              
6082       (5 1 2 1 2)     39.016               79.277              
6083       (3 3 2 1 2)     44.298               79.277              
