Predictions: (Task 2, Task 6, Task 10, Task 12, Task 13)

No         Predictions     Hop latency [us]     Accuracy [%]        
5444       (5 1 2 5 2)     10.151               77.297              
5445       (3 5 2 1 2)     7.311                77.301              
5446       (0 5 1 1 1)     8.912                77.301              
5447       (3 1 2 1 2)     7.355                77.305              
5448       (4 3 2 1 1)     12.152               77.306              
5449       (3 3 2 1 2)     7.233                77.310              
5450       (5 3 2 1 2)     11.870               77.311              
5451       (3 5 1 1 2)     10.073               77.311              
5452       (3 5 1 1 1)     13.448               77.315              
5453       (3 1 2 1 2)     7.666                77.316              
5454       (5 3 2 1 2)     12.084               77.316              
5455       (3 3 2 1 2)     10.046               77.320              
5456       (3 5 2 1 2)     10.019               77.321              
5457       (3 3 2 1 2)     7.215                77.325              
5458       (3 3 2 1 2)     12.366               77.322              
5459       (3 1 2 1 2)     7.072                77.322              
5460       (5 1 2 1 2)     12.269               77.319              
5461       (3 3 0 5 3)     13.329               77.312              
5462       (3 3 2 1 2)     7.198                77.316              
5463       (3 3 2 1 2)     12.615               77.321              
5464       (3 5 2 1 2)     7.277                77.321              
5465       (3 5 1 1 1)     12.367               77.318              
5466       (5 1 2 1 2)     13.456               77.315              
5467       (5 3 2 1 2)     7.215                77.315              
5468       (3 3 2 1 2)     12.392               77.316              
5469       (3 1 0 2 2)     7.260                77.309              
5470       (3 0 0 4 3)     12.800               77.298              
5471       (3 3 2 1 2)     7.236                77.303              
5472       (3 3 2 1 2)     12.532               77.307              
5473       (3 1 2 5 2)     7.286                77.304              
5474       (3 1 1 1 1)     10.165               77.304              
5475       (3 3 2 1 2)     7.430                77.305              
5476       (5 3 2 1 2)     12.264               77.309              
5477       (3 1 1 1 2)     7.218                77.313              
5478       (3 1 2 1 2)     11.990               77.313              
5479       (0 2 0 0 0)     7.410                77.303              
5480       (3 3 2 1 2)     12.664               77.307              
5481       (7 5 1 3 1)     7.256                77.304              
5482       (3 3 2 1 2)     12.717               77.308              
5483       (2 3 2 1 2)     7.233                77.309              
5484       (5 1 2 2 2)     12.339               77.305              
5485       (3 1 2 1 2)     7.247                77.302              
5486       (3 3 2 1 2)     12.899               77.306              
5487       (5 3 2 1 2)     7.225                77.310              
5488       (1 4 0 0 3)     13.657               77.300              
5489       (3 5 1 1 2)     7.220                77.304              
5490       (5 3 2 1 1)     10.506               77.308              
5491       (5 3 2 5 2)     7.452                77.302              
5492       (0 3 0 4 0)     12.778               77.295              
5493       (3 5 2 5 2)     7.135                77.292              
5494       (3 3 2 1 2)     13.130               77.296              
5495       (5 3 2 1 2)     7.216                77.300              
5496       (3 1 1 1 2)     12.900               77.304              
5497       (5 5 0 5 2)     7.192                77.297              
5498       (3 3 2 1 2)     12.809               77.301              
5499       (5 1 2 1 2)     7.204                77.302              
5500       (3 3 2 1 2)     12.680               77.306              
5501       (3 5 2 1 2)     7.631                77.310              
5502       (3 5 2 1 2)     12.396               77.311              
5503       (3 1 2 1 2)     7.287                77.311              
5504       (3 1 1 1 2)     12.142               77.315              
5505       (4 3 2 1 2)     7.237                77.308              
5506       (3 3 2 1 2)     13.835               77.313              
5507       (3 3 2 1 3)     7.197                77.313              
5508       (3 5 1 1 1)     12.426               77.317              
5509       (5 3 2 1 2)     7.190                77.321              
5510       (3 5 2 1 2)     12.495               77.318              
5511       (3 3 2 1 2)     7.179                77.322              
5512       (3 1 1 1 2)     12.780               77.323              
5513       (5 3 2 1 2)     7.191                77.323              
5514       (3 1 2 1 2)     12.933               77.327              
5515       (3 1 2 1 2)     7.180                77.328              
5516       (3 1 1 1 2)     12.272               77.328              
5517       (3 3 2 4 2)     13.285               77.329              
5518       (3 7 2 1 2)     7.241                77.329              
5519       (3 5 1 1 2)     13.887               77.330              
5520       (0 1 1 2 2)     7.220                77.323              
5521       (5 1 2 1 2)     12.548               77.320              
5522       (3 7 2 1 2)     7.192                77.317              
5523       (3 1 2 1 2)     13.859               77.314              
5524       (3 1 2 1 2)     7.968                77.314              
5525       (3 3 2 1 2)     12.371               77.318              
5526       (3 5 1 1 1)     14.186               77.319              
5527       (3 5 2 1 2)     7.198                77.319              
5528       (3 1 1 1 2)     12.497               77.323              
5529       (0 4 1 0 3)     7.210                77.316              
5530       (6 3 2 1 2)     12.167               77.321              
5531       (3 5 2 1 2)     7.292                77.321              
5532       (5 5 2 1 2)     13.019               77.322              
5533       (3 3 2 1 2)     7.190                77.326              
5534       (0 5 1 5 2)     12.040               77.319              
5535       (3 1 2 1 2)     10.109               77.319              
5536       (0 1 2 2 2)     7.405                77.309              
5537       (0 5 1 1 1)     12.494               77.309              
5538       (3 1 2 1 2)     7.243                77.310              
5539       (3 1 1 1 2)     12.147               77.310              
5540       (3 1 0 2 2)     7.213                77.304              
5541       (3 3 2 1 2)     12.504               77.308              
5542       (3 5 2 1 2)     7.229                77.308              
5543       (0 3 2 1 2)     12.679               77.312              
5544       (3 3 2 1 2)     7.179                77.317              
5545       (3 3 2 1 2)     13.016               77.321              
5546       (4 2 0 0 0)     7.242                77.307              
5547       (3 5 2 1 2)     12.445               77.311              
5548       (3 3 2 1 2)     7.179                77.315              
5549       (3 5 2 1 1)     12.750               77.308              
5550       (3 3 2 1 2)     7.210                77.309              
5551       (3 5 2 1 2)     12.800               77.305              
5552       (3 5 2 1 2)     7.219                77.306              
5553       (3 5 2 1 2)     8.368                77.310              
5554       (3 1 2 1 1)     7.385                77.311              
5555       (3 1 2 1 2)     12.914               77.311              
5556       (3 3 2 1 2)     13.254               77.315              
5557       (0 4 0 0 3)     7.241                77.305              
5558       (3 1 2 1 2)     12.159               77.309              
5559       (3 5 1 1 2)     7.200                77.309              
5560       (3 3 1 1 1)     7.907                77.310              
5561       (3 1 2 1 2)     12.352               77.310              
5562       (3 3 2 1 2)     7.264                77.314              
5563       (6 3 2 1 2)     12.240               77.315              
5564       (3 3 2 1 2)     7.190                77.319              
5565       (3 3 2 1 2)     12.976               77.319              
5566       (3 3 2 1 2)     7.210                77.324              
5567       (6 3 2 1 2)     13.016               77.324              
5568       (3 1 1 1 2)     7.190                77.321              
5569       (5 5 2 1 2)     12.329               77.325              
5570       (3 3 2 1 2)     13.469               77.329              
5571       (5 3 2 1 2)     13.334               77.333              
5572       (3 3 2 1 2)     13.633               77.337              
5573       (0 3 2 2 3)     13.661               77.334              
5574       (5 3 2 1 2)     14.307               77.338              
5575       (5 5 2 1 1)     7.549                77.342              
5576       (3 5 1 1 2)     12.975               77.346              
5577       (3 1 2 1 1)     13.693               77.347              
5578       (3 7 2 1 2)     14.082               77.344              
5579       (0 5 1 1 1)     7.641                77.341              
5580       (0 3 2 1 2)     12.712               77.341              
5581       (5 3 2 1 2)     13.264               77.345              
5582       (3 3 2 1 2)     12.999               77.349              
5583       (3 3 2 1 2)     14.080               77.353              
5584       (3 1 2 1 2)     7.570                77.354              
5585       (0 1 1 0 0)     13.098               77.347              
5586       (5 3 2 1 1)     7.200                77.347              
5587       (4 4 0 2 0)     13.324               77.334              
5588       (3 1 1 1 2)     13.416               77.334              
5589       (2 5 0 3 0)     7.203                77.327              
5590       (3 1 2 1 2)     13.927               77.328              
5591       (3 3 2 1 2)     13.870               77.332              
5592       (4 5 2 1 2)     14.184               77.336              
5593       (7 0 0 3 0)     13.897               77.322              
5594       (3 3 2 1 2)     14.021               77.326              
5595       (5 3 2 1 2)     13.866               77.323              
5596       (3 5 2 3 2)     13.694               77.324              
5597       (5 3 2 1 2)     7.168                77.328              
5598       (3 3 2 1 2)     12.876               77.332              
5599       (3 1 2 1 2)     7.264                77.332              
5600       (3 3 2 1 2)     13.951               77.336              
5601       (3 5 2 1 2)     14.142               77.340              
5602       (3 5 1 1 2)     14.022               77.344              
5603       (5 5 2 1 1)     13.948               77.341              
5604       (3 3 2 1 2)     7.937                77.345              
5605       (3 1 2 1 2)     13.304               77.346              
5606       (2 3 2 1 2)     13.294               77.350              
5607       (5 3 2 1 2)     7.293                77.347              
5608       (3 1 1 1 1)     10.066               77.347              
5609       (6 3 2 1 2)     13.077               77.351              
5610       (5 5 2 1 1)     13.223               77.348              
5611       (6 5 1 2 3)     13.787               77.341              
5612       (3 3 2 1 2)     7.967                77.345              
5613       (0 3 1 0 1)     14.085               77.346              
5614       (0 5 1 2 1)     7.774                77.336              
5615       (3 1 1 1 2)     14.013               77.340              
5616       (0 4 0 0 0)     14.115               77.330              
5617       (5 1 2 1 2)     14.184               77.326              
5618       (0 1 1 1 2)     13.990               77.327              
5619       (3 1 1 1 1)     8.000                77.331              
5620       (0 4 1 0 1)     13.365               77.328              
5621       (3 3 2 1 2)     10.991               77.332              
5622       (4 3 2 1 2)     14.125               77.332              
5623       (5 1 1 1 2)     14.215               77.329              
5624       (3 1 2 1 2)     7.590                77.330              
5625       (3 3 2 1 2)     13.742               77.334              
5626       (3 3 2 4 2)     13.784               77.334              
5627       (3 1 1 1 2)     14.307               77.338              
5628       (4 5 2 1 2)     13.515               77.342              
5629       (3 1 2 1 2)     7.251                77.343              
5630       (5 1 2 2 1)     12.904               77.336              
5631       (6 7 2 1 2)     13.161               77.333              
5632       (3 1 2 1 2)     13.927               77.334              
5633       (3 3 2 1 2)     7.971                77.330              
5634       (3 3 2 1 2)     12.535               77.335              
5635       (0 5 1 3 1)     12.781               77.331              
5636       (4 3 2 1 2)     7.188                77.332              
5637       (5 1 2 1 2)     13.285               77.329              
5638       (3 3 2 1 1)     12.750               77.326              
5639       (7 5 1 3 1)     13.784               77.319              
5640       (4 3 2 1 2)     7.251                77.323              
5641       (3 1 1 1 2)     13.763               77.324              
5642       (3 3 2 1 2)     13.837               77.324              
5643       (3 5 1 1 2)     7.986                77.325              
5644       (3 5 1 1 2)     12.528               77.329              
5645       (3 3 2 1 2)     13.998               77.333              
5646       (3 3 2 1 2)     13.993               77.337              
5647       (4 5 2 1 2)     7.998                77.341              
5648       (0 3 2 1 2)     14.071               77.345              
5649       (3 3 2 1 2)     13.970               77.349              
5650       (0 4 0 0 0)     14.141               77.339              
5651       (5 3 2 1 2)     13.733               77.339              
5652       (3 5 1 1 1)     7.230                77.343              
5653       (2 5 1 2 2)     13.818               77.336              
5654       (3 3 2 1 2)     7.956                77.340              
5655       (3 3 2 1 2)     13.674               77.341              
5656       (3 3 2 1 2)     13.804               77.345              
5657       (5 3 2 1 2)     14.163               77.349              
5658       (3 1 2 1 2)     14.184               77.349              
5659       (5 5 2 1 2)     7.792                77.353              
5660       (0 5 1 1 1)     12.967               77.354              
5661       (3 3 2 1 2)     7.201                77.358              
5662       (0 4 0 0 1)     12.465               77.351              
5663       (0 5 1 1 2)     12.772               77.352              
5664       (5 1 2 1 1)     14.062               77.345              
5665       (3 3 2 1 2)     7.560                77.349              
5666       (3 1 1 1 2)     13.274               77.350              
5667       (0 5 1 2 1)     13.805               77.339              
5668       (3 5 1 1 2)     13.776               77.340              
5669       (3 1 2 1 2)     7.960                77.340              
5670       (5 1 2 1 2)     13.100               77.334              
5671       (3 7 1 1 2)     13.888               77.334              
5672       (3 1 2 1 2)     13.592               77.335              
5673       (5 3 2 1 2)     13.708               77.332              
5674       (3 1 2 1 1)     13.960               77.329              
5675       (1 4 1 2 1)     7.544                77.322              
5676       (5 1 2 1 2)     12.240               77.319              
5677       (3 1 1 1 2)     7.186                77.323              
5678       (5 1 1 1 2)     13.797               77.320              
5679       (3 3 2 1 2)     14.125               77.324              
5680       (6 2 2 1 1)     13.664               77.321              
5681       (3 1 2 1 2)     7.206                77.321              
5682       (3 3 2 1 2)     14.165               77.325              
5683       (4 4 0 0 0)     13.729               77.312              
5684       (6 3 2 1 2)     7.212                77.316              
5685       (3 3 2 1 2)     13.995               77.320              
5686       (5 3 2 1 3)     13.888               77.320              
5687       (0 1 1 1 2)     13.944               77.317              
5688       (5 5 1 2 1)     14.139               77.314              
5689       (3 5 1 1 2)     13.759               77.315              
5690       (3 5 2 1 2)     7.222                77.319              
5691       (0 6 1 0 1)     14.196               77.319              
5692       (3 3 2 1 2)     13.796               77.323              
5693       (5 3 2 1 2)     8.035                77.323              
5694       (3 3 2 1 2)     13.235               77.327              
5695       (3 3 2 1 2)     7.182                77.328              
5696       (3 5 2 1 2)     12.229               77.332              
5697       (5 1 2 1 2)     7.242                77.332              
5698       (3 3 2 1 2)     13.477               77.336              
5699       (3 1 0 5 2)     7.226                77.333              
5700       (3 3 2 1 2)     13.807               77.337              
5701       (0 5 1 1 1)     13.996               77.338              
5702       (3 3 2 1 2)     7.212                77.342              
5703       (0 2 1 0 0)     13.396               77.335              
5704       (3 1 1 1 2)     14.200               77.336              
5705       (7 4 0 3 1)     7.586                77.326              
5706       (6 5 1 1 2)     12.639               77.326              
5707       (3 5 1 1 1)     7.226                77.327              
5708       (3 1 2 1 2)     7.861                77.324              
5709       (2 5 1 3 2)     12.341               77.320              
5710       (0 4 0 0 3)     13.150               77.310              
5711       (3 5 2 1 2)     7.233                77.314              
5712       (3 5 2 1 2)     13.018               77.318              
5713       (4 2 2 1 2)     7.222                77.319              
5714       (3 7 2 1 2)     13.797               77.319              
5715       (3 1 2 1 2)     7.936                77.320              
5716       (3 3 2 1 2)     13.570               77.320              
5717       (0 4 0 0 0)     13.882               77.310              
5718       (3 1 1 1 2)     13.899               77.311              
5719       (3 4 2 1 1)     7.938                77.311              
5720       (3 1 1 1 2)     8.000                77.308              
5721       (7 5 1 3 1)     12.214               77.305              
5722       (3 3 2 1 2)     13.780               77.302              
5723       (3 5 2 1 2)     14.053               77.306              
5724       (0 4 0 0 3)     13.826               77.296              
5725       (3 1 1 1 2)     7.308                77.297              
5726       (0 4 1 1 2)     13.744               77.294              
5727       (0 3 0 2 1)     14.206               77.291              
5728       (3 7 2 1 2)     13.882               77.291              
5729       (5 3 2 1 1)     7.973                77.288              
5730       (3 3 0 4 3)     14.166               77.278              
5731       (3 5 2 1 2)     7.621                77.278              
5732       (3 3 2 1 2)     13.684               77.282              
5733       (4 5 2 1 2)     13.101               77.283              
5734       (5 1 2 1 2)     7.225                77.283              
5735       (3 3 2 1 2)     7.868                77.287              
5736       (3 1 1 1 2)     14.165               77.284              
5737       (3 5 2 1 2)     13.806               77.285              
5738       (3 1 2 1 2)     7.222                77.282              
5739       (3 1 2 1 2)     13.591               77.279              
5740       (2 3 2 1 2)     14.226               77.283              
5741       (3 1 1 1 1)     13.903               77.283              
5742       (0 4 0 0 0)     13.796               77.273              
5743       (5 3 2 1 2)     7.208                77.277              
5744       (0 2 0 0 3)     13.457               77.267              
5745       (0 6 1 1 1)     13.806               77.264              
5746       (4 3 2 1 2)     13.908               77.268              
5747       (5 0 2 1 1)     13.504               77.265              
5748       (2 5 0 5 3)     13.397               77.255              
5749       (3 3 2 1 2)     7.196                77.259              
5750       (0 5 1 1 1)     13.908               77.256              
5751       (5 3 2 1 1)     7.561                77.257              
5752       (5 3 2 1 1)     12.433               77.254              
5753       (5 3 2 1 2)     12.967               77.258              
5754       (3 1 2 1 2)     12.981               77.258              
5755       (3 3 2 1 2)     13.932               77.262              
5756       (3 5 2 1 2)     7.975                77.262              
5757       (0 5 1 3 1)     13.837               77.256              
5758       (3 1 1 1 2)     13.073               77.260              
5759       (5 3 2 1 2)     14.083               77.264              
5760       (0 1 0 5 2)     13.694               77.257              
5761       (5 3 2 1 3)     13.971               77.254              
5762       (0 4 1 0 0)     13.908               77.248              
5763       (3 1 2 1 2)     7.841                77.248              
5764       (5 3 1 1 2)     13.329               77.252              
5765       (3 3 2 1 2)     13.375               77.256              
5766       (5 5 2 1 1)     12.644               77.260              
5767       (3 3 2 1 2)     13.119               77.264              
5768       (3 3 2 1 2)     7.222                77.268              
5769       (5 1 2 2 3)     12.444               77.258              
5770       (3 5 1 1 2)     7.125                77.259              
5771       (3 3 2 1 2)     13.386               77.263              
5772       (5 3 2 1 2)     7.212                77.263              
5773       (5 3 0 0 0)     13.941               77.253              
5774       (3 7 2 1 2)     12.875               77.250              
5775       (0 3 1 1 1)     12.956               77.247              
5776       (3 7 2 1 2)     13.694               77.248              
5777       (3 1 2 1 2)     13.848               77.248              
5778       (5 3 2 1 3)     13.540               77.245              
5779       (3 1 2 1 2)     13.150               77.246              
5780       (3 3 2 1 2)     14.175               77.250              
5781       (3 5 2 1 2)     14.237               77.254              
5782       (3 3 2 1 2)     13.919               77.257              
5783       (3 3 2 1 2)     7.958                77.254              
5784       (3 3 2 1 2)     13.324               77.255              
5785       (0 1 1 1 2)     7.212                77.252              
5786       (3 1 0 5 2)     13.724               77.249              
5787       (3 1 2 1 2)     8.001                77.249              
5788       (0 3 0 0 0)     12.700               77.243              
5789       (3 1 2 1 1)     13.398               77.244              
5790       (2 3 2 4 2)     7.315                77.244              
5791       (3 5 2 1 2)     10.141               77.248              
5792       (3 3 2 1 2)     12.884               77.252              
5793       (3 1 2 1 2)     10.131               77.252              
5794       (3 3 2 1 2)     14.135               77.256              
5795       (0 3 0 4 0)     13.908               77.246              
5796       (4 6 2 1 2)     7.949                77.243              
5797       (3 3 2 1 2)     13.007               77.244              
5798       (2 5 2 1 2)     7.324                77.244              
5799       (0 5 1 3 1)     13.919               77.238              
5800       (3 3 2 1 2)     13.725               77.242              
5801       (5 3 2 1 1)     7.397                77.239              
5802       (3 6 0 2 3)     13.418               77.232              
5803       (5 1 2 1 2)     14.216               77.236              
5804       (3 1 2 1 2)     13.090               77.237              
5805       (3 5 2 1 2)     12.853               77.241              
5806       (3 1 2 1 2)     9.475                77.241              
5807       (5 3 2 1 1)     14.103               77.245              
5808       (3 5 1 1 1)     13.857               77.249              
5809       (3 3 2 1 2)     13.899               77.250              
5810       (3 1 2 1 2)     13.898               77.250              
5811       (3 1 2 1 2)     7.570                77.251              
5812       (3 5 1 1 2)     12.773               77.254              
5813       (5 3 2 1 1)     13.931               77.255              
5814       (0 5 1 1 1)     13.748               77.255              
5815       (5 3 2 1 2)     7.222                77.259              
5816       (3 5 1 3 1)     12.927               77.260              
5817       (2 0 2 5 2)     7.498                77.253              
5818       (3 5 2 1 2)     13.213               77.257              
5819       (0 4 1 3 1)     7.236                77.247              
5820       (3 1 2 1 2)     13.846               77.248              
5821       (4 3 2 1 2)     7.253                77.252              
5822       (3 3 2 1 2)     13.891               77.256              
5823       (0 2 1 0 0)     8.132                77.249              
5824       (3 3 2 1 2)     13.513               77.253              
5825       (1 0 0 3 3)     13.264               77.240              
5826       (3 5 2 1 2)     14.066               77.240              
5827       (3 1 2 1 2)     13.335               77.241              
5828       (0 1 1 1 1)     7.283                77.235              
5829       (3 3 2 1 2)     13.039               77.238              
5830       (4 3 2 1 2)     7.207                77.242              
5831       (3 1 1 1 2)     7.924                77.243              
5832       (5 1 2 1 2)     14.010               77.247              
5833       (0 3 1 1 1)     14.124               77.244              
5834       (5 0 0 5 2)     7.602                77.234              
5835       (3 5 1 3 1)     8.804                77.231              
5836       (4 3 2 1 2)     7.368                77.235              
5837       (0 2 0 3 1)     13.596               77.229              
5838       (0 1 1 1 1)     7.314                77.226              
5839       (3 1 2 1 2)     8.747                77.226              
5840       (3 5 2 1 2)     7.354                77.230              
5841       (3 3 2 1 2)     12.353               77.234              
5842       (5 1 2 1 2)     7.273                77.231              
5843       (3 3 2 1 2)     13.674               77.235              
5844       (3 5 1 1 2)     7.233                77.239              
5845       (6 3 2 1 1)     12.526               77.229              
5846       (4 3 2 1 2)     7.185                77.233              
5847       (3 3 2 1 2)     12.250               77.237              
5848       (3 5 2 1 1)     7.254                77.241              
5849       (3 1 1 1 2)     13.560               77.241              
5850       (3 3 2 1 2)     7.243                77.241              
5851       (3 3 2 1 2)     12.056               77.245              
5852       (3 1 2 1 2)     10.111               77.249              
5853       (3 5 1 1 2)     13.744               77.253              
5854       (3 3 2 1 3)     7.278                77.254              
5855       (6 3 2 1 2)     12.496               77.251              
5856       (3 5 1 1 1)     13.572               77.248              
5857       (3 5 1 3 1)     7.222                77.245              
5858       (5 1 1 1 1)     12.796               77.242              
5859       (3 3 2 1 2)     7.143                77.246              
5860       (0 4 1 0 1)     13.032               77.243              
5861       (3 3 2 1 2)     7.484                77.247              
5862       (3 7 2 1 2)     13.712               77.247              
5863       (3 3 2 1 2)     7.182                77.251              
5864       (0 3 1 1 1)     12.193               77.251              
5865       (0 5 1 2 1)     7.247                77.249              
5866       (3 1 1 1 2)     12.757               77.246              
5867       (5 5 2 1 1)     7.154                77.249              
5868       (3 5 2 5 2)     12.363               77.250              
5869       (3 1 2 1 2)     13.500               77.254              
5870       (3 5 2 1 2)     7.253                77.258              
5871       (3 1 2 1 2)     12.823               77.255              
5872       (3 5 1 1 2)     13.633               77.259              
5873       (3 1 1 1 2)     7.237                77.259              
5874       (3 1 2 1 2)     12.618               77.260              
5875       (0 1 1 2 2)     7.202                77.250              
5876       (3 1 1 1 2)     12.517               77.250              
5877       (3 3 2 1 2)     7.213                77.254              
5878       (3 5 2 1 2)     12.700               77.258              
5879       (5 3 2 1 2)     8.154                77.259              
5880       (3 3 2 1 2)     10.079               77.262              
5881       (5 3 2 1 3)     7.190                77.263              
5882       (3 5 2 1 2)     10.131               77.263              
5883       (3 1 1 1 2)     7.316                77.267              
5884       (5 1 2 1 2)     12.638               77.268              
5885       (3 1 1 1 1)     7.145                77.271              
5886       (5 3 2 1 2)     12.797               77.272              
5887       (2 5 1 1 2)     7.264                77.272              
5888       (4 3 2 2 1)     13.326               77.269              
5889       (3 5 1 1 2)     7.221                77.270              
5890       (5 3 2 1 2)     12.731               77.274              
5891       (3 1 2 1 2)     7.627                77.271              
5892       (5 3 2 0 1)     12.546               77.271              
5893       (5 3 2 1 2)     7.201                77.268              
5894       (2 1 1 1 2)     12.834               77.269              
5895       (3 7 2 1 1)     7.223                77.266              
5896       (7 5 0 3 1)     12.854               77.256              
5897       (5 3 2 1 2)     7.191                77.257              
5898       (3 3 2 1 2)     11.666               77.261              
5899       (3 1 1 1 2)     10.114               77.264              
5900       (3 5 2 1 2)     10.093               77.265              
5901       (5 3 2 1 2)     7.386                77.265              
5902       (3 1 2 1 2)     13.719               77.266              
5903       (5 3 2 1 1)     7.196                77.266              
5904       (3 1 2 1 2)     12.609               77.267              
5905       (3 1 1 1 2)     7.222                77.264              
5906       (0 5 1 4 2)     7.981                77.261              
5907       (0 5 1 3 1)     12.832               77.251              
5908       (3 5 1 1 2)     10.100               77.255              
5909       (3 1 1 1 1)     7.452                77.255              
5910       (3 1 2 1 2)     12.331               77.256              
5911       (3 5 2 1 2)     13.652               77.256              
5912       (4 3 2 1 1)     7.262                77.257              
5913       (5 1 2 2 3)     12.178               77.251              
5914       (3 5 2 1 2)     7.185                77.254              
5915       (3 3 2 1 2)     12.403               77.258              
5916       (3 7 2 1 2)     7.221                77.255              
5917       (3 1 1 1 1)     10.089               77.259              
5918       (4 3 2 1 2)     7.365                77.260              
5919       (3 1 0 5 2)     12.460               77.257              
5920       (3 3 2 1 2)     7.181                77.257              
5921       (3 5 1 1 2)     12.874               77.261              
5922       (3 3 2 1 2)     7.964                77.265              
5923       (5 5 2 1 2)     13.623               77.269              
5924       (5 3 2 1 2)     7.233                77.269              
5925       (0 5 1 1 1)     13.632               77.270              
5926       (3 3 2 1 2)     7.207                77.273              
5927       (3 5 2 1 2)     12.771               77.277              
5928       (3 5 2 0 2)     7.136                77.278              
5929       (3 3 2 1 2)     12.736               77.282              
5930       (3 3 2 1 2)     7.548                77.285              
5931       (3 3 2 1 2)     12.443               77.289              
5932       (3 5 1 3 1)     7.232                77.286              
5933       (3 5 2 1 2)     13.069               77.290              
5934       (6 3 2 1 2)     13.406               77.291              
5935       (3 1 2 1 2)     13.289               77.291              
5936       (3 5 1 1 2)     7.294                77.295              
5937       (5 1 0 2 0)     12.435               77.289              
5938       (3 3 2 1 2)     7.305                77.292              
5939       (3 1 2 1 2)     13.586               77.293              
5940       (3 1 2 1 2)     7.211                77.293              
5941       (0 5 1 3 1)     12.306               77.287              
5942       (5 3 2 1 2)     7.216                77.288              
5943       (4 1 2 1 2)     12.787               77.291              
5944       (3 3 2 1 2)     7.212                77.295              
5945       (0 5 1 3 1)     12.444               77.289              
5946       (3 3 2 1 2)     7.223                77.293              
5947       (4 3 2 2 1)     12.731               77.290              
5948       (5 3 2 1 2)     7.226                77.294              
5949       (0 3 0 2 1)     12.400               77.291              
5950       (0 3 1 2 1)     7.223                77.288              
5951       (0 5 1 1 1)     12.596               77.288              
5952       (0 5 1 3 1)     7.235                77.275              
5953       (2 3 2 1 2)     13.047               77.276              
5954       (3 3 2 1 2)     13.538               77.280              
5955       (4 3 0 2 1)     7.220                77.277              
5956       (5 1 2 2 2)     13.404               77.274              
5957       (3 3 2 1 2)     7.190                77.274              
5958       (3 3 2 1 2)     10.313               77.278              
5959       (3 1 2 1 2)     11.644               77.275              
5960       (0 4 0 2 3)     10.108               77.269              
5961       (3 3 2 1 2)     10.046               77.273              
5962       (3 3 2 1 2)     8.111                77.277              
5963       (3 1 2 1 2)     12.556               77.277              
5964       (5 3 2 1 2)     7.101                77.277              
5965       (5 3 2 1 2)     12.843               77.271              
5966       (3 5 1 1 2)     7.235                77.275              
5967       (3 5 1 1 2)     12.271               77.275              
5968       (0 3 0 4 0)     7.192                77.269              
5969       (3 1 2 1 2)     10.129               77.270              
5970       (7 4 0 3 0)     7.497                77.257              
5971       (3 1 1 1 2)     12.802               77.254              
5972       (0 5 1 1 1)     7.221                77.251              
5973       (3 3 2 1 2)     12.608               77.255              
5974       (3 1 2 1 2)     7.242                77.255              
5975       (0 1 1 1 2)     12.332               77.252              
5976       (3 3 2 1 2)     7.211                77.256              
5977       (3 3 2 1 2)     12.276               77.260              
5978       (0 5 1 1 1)     7.210                77.257              
5979       (5 1 2 1 2)     12.710               77.254              
5980       (6 3 2 1 2)     13.293               77.255              
5981       (6 3 2 1 2)     7.192                77.255              
5982       (0 5 1 3 1)     13.037               77.252              
5983       (3 3 2 1 2)     7.313                77.256              
5984       (0 1 1 1 1)     13.242               77.253              
5985       (3 1 2 1 2)     7.197                77.254              
5986       (3 3 2 1 2)     7.864                77.257              
5987       (3 3 2 1 2)     12.904               77.258              
5988       (3 5 2 1 1)     12.475               77.262              
5989       (5 3 2 1 2)     7.249                77.265              
5990       (3 3 2 1 2)     12.249               77.269              
5991       (0 1 1 2 2)     7.242                77.263              
5992       (4 2 2 1 2)     8.909                77.263              
5993       (3 3 2 1 2)     7.335                77.261              
5994       (3 1 1 1 2)     12.435               77.261              
5995       (0 1 1 5 1)     7.229                77.252              
5996       (5 3 1 5 2)     7.877                77.249              
5997       (3 5 1 1 1)     12.383               77.252              
5998       (3 1 2 1 2)     7.181                77.253              
5999       (3 6 1 1 2)     13.120               77.253              
6000       (3 5 2 4 2)     7.251                77.254              
6001       (3 3 2 1 2)     10.088               77.258              
6002       (3 1 2 1 2)     7.333                77.258              
6003       (3 5 0 3 3)     12.435               77.252              
6004       (4 3 2 1 1)     7.296                77.252              
6005       (3 3 2 1 2)     13.131               77.256              
6006       (3 1 1 1 2)     7.231                77.253              
6007       (3 1 1 1 2)     12.546               77.247              
6008       (3 1 1 1 2)     13.489               77.251              
6009       (3 3 2 1 2)     13.571               77.255              
6010       (3 1 2 1 2)     7.241                77.252              
6011       (3 3 2 1 2)     12.383               77.255              
6012       (5 3 2 1 1)     13.151               77.259              
6013       (3 3 2 1 2)     10.159               77.263              
6014       (4 4 0 0 0)     7.426                77.250              
6015       (3 3 2 1 1)     13.428               77.251              
6016       (3 1 1 1 2)     7.232                77.251              
6017       (3 3 2 1 2)     13.722               77.255              
6018       (4 5 1 1 2)     13.980               77.259              
6019       (5 3 2 1 2)     7.779                77.262              
6020       (3 5 2 1 2)     13.281               77.266              
6021       (5 3 2 1 2)     7.197                77.267              
6022       (0 5 1 2 1)     12.494               77.267              
6023       (3 5 1 1 2)     7.255                77.268              
