Predictions: (Task 2, Task 6, Task 10, Task 12, Task 13)

No         Predictions     Hop latency [us]     Accuracy [%]        
5463       (3 3 2 1 2)     9.163                77.994              
5464       (3 5 1 1 2)     9.155                77.998              
5465       (3 3 2 1 1)     9.198                77.999              
5466       (6 1 1 1 2)     9.218                78.003              
5467       (3 3 2 1 2)     10.013               78.003              
5468       (3 3 2 1 2)     12.334               78.003              
5469       (3 5 2 1 1)     9.121                78.004              
5470       (3 5 0 0 0)     9.151                77.993              
5471       (3 3 0 2 0)     9.133                77.986              
5472       (3 3 2 1 2)     9.122                77.990              
5473       (3 1 1 1 2)     9.072                77.994              
5474       (3 1 1 1 1)     9.170                77.995              
5475       (2 3 2 1 2)     9.122                77.999              
5476       (4 6 0 2 0)     9.145                77.984              
5477       (3 1 1 1 2)     9.133                77.988              
5478       (3 5 2 1 2)     9.684                77.992              
5479       (0 1 1 0 1)     11.897               77.985              
5480       (3 3 2 1 2)     9.081                77.989              
5481       (2 5 1 0 1)     9.142                77.986              
5482       (3 3 2 1 1)     9.094                77.987              
5483       (2 3 1 1 2)     9.142                77.991              
5484       (3 1 2 1 2)     9.122                77.995              
5485       (3 3 2 1 2)     9.132                77.995              
5486       (3 3 2 1 2)     9.152                77.999              
5487       (5 3 2 3 0)     9.143                77.996              
5488       (0 5 1 4 2)     9.141                77.992              
5489       (3 5 1 1 2)     9.163                77.996              
5490       (5 3 2 1 1)     9.136                78.000              
5491       (5 0 1 0 1)     9.162                77.993              
5492       (0 3 2 0 1)     9.144                77.990              
5493       (3 5 1 1 2)     9.071                77.994              
5494       (3 3 2 1 2)     9.092                77.998              
5495       (5 3 2 2 1)     9.214                77.995              
5496       (3 1 1 0 1)     15.592               77.992              
5497       (0 5 1 1 1)     9.164                77.988              
5498       (3 3 2 1 2)     9.143                77.992              
5499       (3 1 2 1 1)     10.105               77.993              
5500       (3 3 2 1 2)     12.848               77.997              
5501       (3 1 2 1 2)     12.874               77.997              
5502       (3 1 2 1 1)     12.402               77.997              
5503       (3 3 2 1 0)     9.123                77.998              
5504       (3 1 1 1 2)     9.072                78.002              
5505       (6 1 1 1 1)     9.069                78.002              
5506       (3 1 2 1 2)     9.071                78.003              
5507       (3 3 2 5 0)     9.172                77.999              
5508       (3 2 1 0 1)     9.122                77.996              
5509       (7 6 2 0 3)     9.146                77.985              
5510       (3 5 1 1 2)     15.367               77.986              
5511       (3 3 2 1 2)     9.156                77.990              
5512       (3 1 1 1 2)     9.910                77.990              
5513       (5 3 2 1 1)     15.278               77.987              
5514       (3 1 1 1 2)     15.428               77.987              
5515       (3 3 2 1 2)     9.062                77.991              
5516       (3 1 1 1 2)     9.131                77.992              
5517       (3 3 1 1 1)     15.215               77.988              
5518       (3 3 2 1 2)     9.551                77.989              
5519       (3 1 1 1 2)     9.152                77.989              
5520       (0 2 0 0 3)     15.226               77.979              
5521       (5 5 1 1 1)     9.093                77.979              
5522       (3 1 1 1 2)     15.235               77.979              
5523       (3 1 1 1 2)     9.131                77.980              
5524       (3 1 1 1 2)     10.043               77.984              
5525       (3 3 2 1 2)     9.111                77.988              
5526       (3 1 1 1 1)     9.142                77.984              
5527       (3 5 1 1 1)     9.060                77.985              
5528       (3 1 1 1 2)     9.131                77.989              
5529       (0 2 1 5 1)     9.071                77.982              
5530       (3 3 2 1 2)     9.184                77.982              
5531       (3 1 1 1 2)     9.132                77.983              
5532       (5 3 2 1 1)     10.087               77.979              
5533       (3 3 2 1 2)     12.409               77.983              
5534       (3 2 2 5 3)     9.080                77.973              
5535       (3 1 2 1 2)     10.063               77.973              
5536       (3 1 1 1 2)     9.111                77.974              
5537       (3 5 1 1 1)     9.144                77.978              
5538       (3 1 1 1 2)     10.104               77.982              
5539       (3 3 1 1 2)     9.142                77.986              
5540       (3 3 2 1 2)     9.141                77.986              
5541       (3 3 2 1 2)     9.161                77.990              
5542       (3 1 1 1 2)     9.136                77.990              
5543       (0 3 2 1 1)     9.153                77.991              
5544       (3 3 2 1 1)     9.110                77.991              
5545       (3 3 2 1 2)     9.091                77.995              
5546       (0 0 1 0 1)     9.083                77.988              
5547       (3 5 2 1 0)     15.664               77.988              
5548       (3 3 2 1 2)     9.162                77.992              
5549       (2 5 1 1 1)     9.132                77.993              
5550       (3 3 1 1 2)     9.145                77.997              
5551       (3 3 1 1 2)     9.090                78.001              
5552       (3 5 2 1 1)     9.152                77.997              
5553       (3 5 2 1 2)     9.060                78.001              
5554       (3 5 1 0 1)     9.080                77.998              
5555       (3 5 2 1 2)     9.144                78.002              
5556       (3 3 2 1 2)     9.132                78.006              
5557       (0 0 0 0 0)     9.233                77.996              
5558       (3 1 2 1 2)     9.187                78.000              
5559       (3 5 2 1 2)     9.153                78.004              
5560       (0 7 1 1 1)     9.113                77.997              
5561       (3 3 2 1 2)     9.122                78.001              
5562       (3 3 2 1 2)     9.133                78.005              
5563       (3 3 2 1 1)     9.069                78.001              
5564       (3 3 2 1 2)     8.962                78.005              
5565       (3 3 2 1 2)     11.005               78.006              
5566       (3 3 2 1 2)     15.365               78.010              
5567       (3 3 2 1 1)     15.696               78.006              
5568       (3 1 2 1 2)     9.081                78.007              
5569       (5 1 2 1 0)     9.089                78.004              
5570       (3 3 2 1 2)     9.112                78.008              
5571       (3 3 2 1 1)     9.145                78.004              
5572       (3 3 2 1 2)     9.112                78.008              
5573       (0 3 2 5 1)     9.071                78.005              
5574       (5 3 2 1 1)     9.081                78.005              
5575       (5 3 2 1 1)     9.142                78.006              
5576       (3 5 1 1 0)     9.151                78.006              
5577       (3 1 1 1 1)     9.182                78.010              
5578       (2 7 1 1 2)     9.138                78.014              
5579       (3 5 1 1 1)     9.162                78.014              
5580       (3 3 2 1 1)     9.162                78.011              
5581       (4 1 2 1 1)     9.045                78.004              
5582       (3 3 2 1 2)     9.121                78.008              
5583       (3 3 2 1 1)     9.149                78.009              
5584       (3 3 2 1 2)     9.162                78.013              
5585       (0 1 1 1 1)     9.152                78.006              
5586       (1 3 2 5 1)     9.132                78.003              
5587       (4 6 0 5 1)     9.080                77.992              
5588       (3 1 1 1 2)     9.152                77.992              
5589       (2 2 1 0 0)     9.101                77.982              
5590       (3 1 1 1 2)     8.968                77.986              
5591       (3 3 2 1 2)     9.132                77.990              
5592       (6 5 2 1 1)     9.112                77.987              
5593       (2 2 1 0 1)     9.147                77.980              
5594       (3 3 2 1 2)     9.143                77.984              
5595       (3 3 2 1 2)     9.122                77.981              
5596       (3 1 2 1 2)     9.072                77.981              
5597       (5 3 2 1 2)     15.194               77.985              
5598       (3 3 2 1 2)     15.163               77.989              
5599       (3 1 1 1 2)     9.105                77.993              
5600       (3 3 2 1 2)     9.113                77.997              
5601       (3 1 2 1 2)     9.164                77.997              
5602       (3 5 1 1 1)     10.043               77.998              
5603       (6 5 1 1 1)     9.207                77.994              
5604       (3 3 2 1 2)     9.163                77.998              
5605       (3 1 2 1 2)     9.092                77.999              
5606       (2 3 2 1 2)     9.122                78.002              
5607       (4 3 2 5 1)     9.080                77.999              
5608       (1 1 1 0 3)     9.050                77.993              
5609       (2 3 2 1 2)     15.627               77.993              
5610       (3 5 1 1 1)     9.187                77.997              
5611       (6 2 2 5 3)     9.123                77.990              
5612       (3 3 2 1 1)     9.173                77.990              
5613       (0 1 1 0 1)     9.143                77.987              
5614       (0 5 1 0 1)     9.072                77.977              
5615       (3 1 1 1 2)     9.084                77.981              
5616       (0 2 1 0 1)     15.266               77.974              
5617       (3 1 2 1 2)     9.195                77.971              
5618       (3 1 1 1 0)     15.352               77.971              
5619       (2 1 1 1 1)     9.093                77.972              
5620       (0 2 0 0 1)     9.127                77.965              
5621       (3 3 2 1 2)     9.132                77.969              
5622       (6 3 2 1 2)     9.133                77.973              
5623       (3 3 1 1 1)     15.461               77.969              
5624       (3 3 2 1 2)     9.092                77.970              
5625       (3 3 2 1 2)     15.215               77.974              
5626       (3 3 2 1 2)     9.142                77.978              
5627       (3 1 1 1 2)     9.102                77.982              
5628       (4 2 0 0 1)     9.143                77.971              
5629       (3 3 2 1 2)     15.102               77.975              
5630       (5 1 1 1 1)     9.822                77.975              
5631       (3 3 1 1 2)     15.298               77.972              
5632       (3 3 2 1 2)     9.142                77.976              
5633       (3 3 2 1 2)     9.202                77.973              
5634       (3 3 2 1 2)     15.194               77.977              
5635       (2 5 1 0 1)     9.135                77.974              
5636       (3 3 2 1 2)     9.151                77.974              
5637       (3 3 2 1 2)     9.172                77.978              
5638       (3 7 1 1 1)     9.133                77.982              
5639       (3 5 2 1 1)     10.011               77.986              
5640       (4 3 0 5 0)     11.090               77.979              
5641       (3 1 1 1 2)     12.265               77.979              
5642       (2 3 2 1 2)     15.205               77.983              
5643       (3 5 2 1 1)     9.151                77.984              
5644       (3 1 1 1 2)     9.141                77.984              
5645       (3 3 2 1 2)     9.193                77.988              
5646       (3 3 2 1 2)     9.062                77.992              
5647       (4 1 1 1 2)     9.161                77.989              
5648       (0 3 0 5 1)     9.151                77.982              
5649       (2 3 2 1 2)     9.090                77.982              
5650       (0 5 0 0 1)     9.101                77.979              
5651       (3 3 2 1 1)     9.127                77.976              
5652       (2 5 1 0 1)     9.142                77.973              
5653       (3 1 0 0 0)     9.091                77.963              
5654       (3 3 2 1 2)     9.122                77.966              
5655       (3 3 2 1 2)     10.549               77.967              
5656       (3 3 2 1 2)     12.316               77.971              
5657       (5 3 2 1 2)     12.879               77.975              
5658       (3 3 2 1 0)     12.349               77.975              
5659       (3 5 2 1 1)     9.933                77.972              
5660       (3 5 1 1 1)     12.412               77.976              
5661       (3 1 1 1 2)     15.368               77.972              
5662       (1 1 2 5 1)     9.132                77.966              
5663       (0 1 0 1 1)     9.152                77.959              
5664       (3 1 1 1 1)     9.116                77.959              
5665       (3 3 2 1 2)     9.613                77.963              
5666       (3 1 1 1 2)     9.160                77.964              
5667       (2 2 2 5 3)     15.410               77.953              
5668       (3 5 2 1 1)     9.165                77.954              
5669       (3 5 2 1 2)     9.959                77.954              
5670       (6 2 0 0 1)     15.281               77.940              
5671       (3 1 1 1 2)     9.144                77.941              
5672       (3 1 1 1 2)     10.026               77.945              
5673       (2 6 2 1 1)     9.172                77.941              
5674       (3 1 1 1 1)     9.151                77.942              
5675       (0 1 1 0 1)     9.161                77.939              
5676       (2 1 1 1 2)     9.071                77.943              
5677       (3 1 1 1 1)     9.080                77.943              
5678       (3 1 1 1 2)     9.141                77.943              
5679       (0 3 2 1 1)     9.148                77.940              
5680       (3 5 2 1 1)     9.154                77.941              
5681       (3 3 2 1 2)     9.112                77.944              
5682       (3 3 2 1 2)     9.092                77.948              
5683       (0 3 0 0 0)     15.440               77.942              
5684       (6 3 2 1 2)     9.199                77.945              
5685       (3 3 2 1 2)     15.515               77.949              
5686       (5 1 2 0 1)     9.147                77.946              
5687       (6 1 1 1 1)     10.071               77.940              
5688       (3 5 1 1 1)     9.234                77.943              
5689       (3 5 2 1 1)     9.128                77.944              
5690       (3 5 2 1 2)     9.078                77.948              
5691       (0 2 1 0 0)     15.136               77.941              
5692       (3 3 2 1 2)     15.450               77.945              
5693       (6 1 2 2 1)     10.044               77.935              
5694       (3 3 2 1 2)     12.408               77.939              
5695       (0 3 2 1 2)     15.193               77.939              
5696       (3 1 2 1 2)     14.774               77.939              
5697       (3 1 1 1 1)     9.930                77.933              
5698       (3 3 1 1 2)     12.450               77.933              
5699       (3 1 1 1 2)     9.100                77.937              
5700       (3 3 2 1 2)     9.144                77.941              
5701       (3 5 1 1 1)     9.174                77.945              
5702       (3 3 2 1 2)     9.959                77.948              
5703       (0 2 1 0 1)     15.684               77.945              
5704       (3 3 1 1 2)     9.921                77.949              
5705       (2 1 1 0 1)     12.427               77.943              
5706       (6 5 1 1 1)     9.092                77.943              
5707       (3 5 2 1 1)     15.337               77.947              
5708       (3 5 1 1 2)     9.061                77.951              
5709       (7 5 1 0 3)     9.160                77.944              
5710       (2 2 0 0 1)     9.229                77.934              
5711       (3 1 2 1 2)     9.165                77.934              
5712       (3 1 2 1 2)     9.134                77.935              
5713       (4 3 2 1 1)     9.142                77.935              
5714       (3 7 1 1 2)     9.092                77.939              
5715       (3 3 2 1 2)     9.133                77.943              
5716       (3 3 2 1 2)     15.501               77.943              
5717       (0 5 1 0 1)     9.132                77.940              
5718       (3 1 1 1 2)     9.092                77.940              
5719       (3 5 2 1 1)     9.059                77.944              
5720       (3 1 1 1 2)     9.091                77.941              
5721       (2 5 1 0 1)     9.173                77.938              
5722       (3 1 1 1 2)     9.102                77.942              
5723       (3 5 2 1 0)     9.072                77.942              
5724       (2 2 0 0 1)     9.160                77.932              
5725       (3 3 1 1 2)     9.157                77.936              
5726       (3 1 1 1 2)     15.430               77.936              
5727       (4 6 2 5 1)     9.778                77.929              
5728       (3 3 1 1 2)     12.781               77.930              
5729       (3 1 1 1 1)     12.444               77.930              
5730       (3 6 2 0 1)     15.710               77.927              
5731       (3 1 1 1 2)     9.155                77.927              
5732       (3 3 2 1 1)     9.132                77.928              
5733       (6 5 1 1 2)     9.133                77.928              
5734       (3 5 2 1 1)     15.481               77.925              
5735       (3 3 2 1 2)     9.070                77.929              
5736       (3 5 2 1 1)     9.155                77.929              
5737       (3 1 2 1 2)     15.246               77.930              
5738       (3 3 2 1 2)     9.142                77.930              
5739       (3 1 1 1 2)     9.132                77.930              
5740       (2 3 2 1 2)     9.122                77.934              
5741       (3 1 1 1 1)     9.163                77.935              
5742       (0 6 1 0 1)     9.163                77.931              
5743       (3 3 2 1 2)     9.142                77.932              
5744       (0 1 0 0 0)     9.153                77.925              
5745       (0 1 1 0 1)     15.287               77.919              
5746       (4 3 2 5 1)     12.143               77.915              
5747       (0 3 2 1 1)     9.839                77.916              
5748       (3 5 1 1 0)     11.834               77.916              
5749       (3 3 2 1 2)     9.143                77.920              
5750       (6 5 1 1 1)     9.152                77.920              
5751       (5 3 2 1 1)     9.074                77.921              
5752       (3 3 2 5 1)     9.960                77.918              
5753       (5 3 2 1 0)     12.390               77.918              
5754       (3 3 2 1 1)     9.173                77.918              
5755       (3 3 1 1 2)     9.123                77.919              
5756       (3 1 2 1 2)     10.023               77.916              
5757       (2 2 2 0 1)     12.227               77.909              
5758       (3 1 1 1 2)     9.153                77.913              
5759       (5 3 2 1 2)     9.068                77.917              
5760       (3 1 1 1 2)     9.062                77.920              
5761       (3 3 2 1 1)     9.166                77.917              
5762       (0 5 1 0 3)     9.153                77.914              
5763       (3 5 2 1 2)     9.133                77.918              
5764       (5 1 1 1 2)     9.135                77.918              
5765       (3 3 2 1 2)     9.141                77.922              
5766       (5 1 2 1 1)     9.164                77.923              
5767       (3 3 2 1 1)     9.115                77.923              
5768       (3 3 2 1 2)     10.012               77.927              
5769       (3 5 0 0 0)     9.203                77.917              
5770       (3 5 1 1 2)     9.142                77.917              
5771       (3 3 2 1 2)     9.155                77.921              
5772       (3 1 1 1 2)     9.157                77.918              
5773       (2 3 0 0 2)     9.962                77.911              
5774       (3 1 1 1 2)     12.388               77.912              
5775       (2 1 1 5 1)     9.930                77.905              
5776       (3 3 2 1 2)     12.346               77.905              
5777       (3 3 2 1 2)     15.532               77.909              
5778       (4 3 2 3 2)     9.121                77.910              
5779       (3 3 2 1 2)     9.184                77.913              
5780       (3 3 2 1 2)     9.090                77.917              
5781       (3 1 2 1 2)     9.091                77.918              
5782       (3 3 2 0 2)     9.081                77.918              
5783       (2 3 2 1 2)     10.033               77.918              
5784       (3 3 2 1 1)     9.194                77.919              
5785       (0 1 1 1 1)     9.143                77.912              
5786       (3 1 1 1 1)     9.166                77.913              
5787       (3 5 2 1 2)     9.909                77.916              
5788       (0 6 0 0 0)     12.890               77.906              
5789       (3 5 2 1 1)     15.542               77.910              
5790       (2 0 0 0 0)     9.142                77.900              
5791       (3 1 2 1 2)     9.186                77.901              
5792       (3 3 2 1 2)     9.151                77.904              
5793       (3 1 1 1 2)     9.070                77.908              
5794       (3 3 2 1 2)     9.194                77.912              
5795       (3 1 2 1 1)     9.082                77.909              
5796       (4 1 1 3 1)     9.052                77.902              
5797       (3 3 2 1 2)     10.883               77.903              
5798       (3 5 1 1 1)     12.385               77.900              
5799       (2 2 2 0 1)     10.114               77.893              
5800       (3 3 2 1 2)     9.214                77.897              
5801       (4 1 2 1 1)     9.133                77.890              
5802       (3 1 1 1 2)     9.142                77.891              
5803       (5 1 2 1 2)     9.193                77.895              
5804       (3 1 1 1 2)     9.193                77.898              
5805       (3 5 2 1 2)     9.144                77.902              
5806       (3 1 1 1 2)     9.143                77.906              
5807       (5 3 2 1 1)     9.122                77.910              
5808       (2 5 1 1 1)     9.074                77.910              
5809       (2 3 2 1 2)     9.132                77.914              
5810       (3 3 2 1 2)     9.910                77.918              
5811       (3 1 1 1 2)     12.366               77.915              
5812       (3 5 1 1 2)     9.139                77.918              
5813       (3 3 2 1 1)     9.141                77.922              
5814       (2 1 1 0 1)     9.161                77.912              
5815       (5 3 2 2 1)     9.061                77.909              
5816       (3 2 1 0 1)     9.144                77.906              
5817       (3 5 2 1 0)     9.144                77.906              
5818       (3 1 2 1 2)     9.153                77.907              
5819       (3 5 2 5 1)     9.154                77.907              
5820       (3 1 1 1 2)     15.193               77.911              
5821       (4 3 2 5 1)     9.592                77.908              
5822       (3 3 2 1 2)     9.193                77.912              
5823       (0 5 1 0 1)     14.061               77.912              
5824       (3 3 2 1 2)     9.360                77.916              
5825       (1 5 1 4 0)     9.131                77.906              
5826       (3 1 1 1 2)     9.119                77.906              
5827       (3 1 1 1 2)     9.091                77.910              
5828       (3 3 2 1 1)     9.151                77.914              
5829       (3 3 2 1 2)     9.103                77.918              
5830       (4 3 2 1 1)     9.151                77.918              
5831       (3 3 2 1 0)     9.071                77.915              
5832       (6 1 2 1 1)     9.171                77.912              
5833       (0 1 1 0 1)     9.145                77.902              
5834       (3 1 1 1 2)     15.461               77.899              
5835       (3 5 1 1 1)     15.308               77.899              
5836       (4 3 2 5 1)     9.808                77.896              
5837       (0 5 0 0 1)     12.044               77.893              
5838       (2 1 1 1 1)     11.856               77.893              
5839       (3 3 2 1 0)     9.238                77.894              
5840       (3 1 2 1 2)     15.106               77.894              
5841       (3 3 2 1 2)     15.451               77.898              
5842       (3 1 1 1 2)     9.091                77.902              
5843       (3 3 2 1 2)     9.154                77.906              
5844       (3 1 1 1 2)     15.307               77.906              
5845       (2 1 1 1 1)     9.174                77.903              
5846       (0 3 2 0 0)     9.205                77.896              
5847       (3 3 2 1 2)     9.183                77.900              
5848       (3 5 2 1 1)     15.471               77.904              
5849       (3 5 1 1 2)     9.143                77.908              
5850       (3 3 2 1 2)     9.854                77.908              
5851       (3 3 2 1 2)     9.081                77.912              
5852       (3 1 2 1 2)     9.083                77.916              
5853       (3 5 1 1 1)     9.153                77.916              
5854       (3 0 0 0 0)     9.103                77.906              
5855       (3 3 2 1 2)     9.155                77.903              
5856       (3 5 2 0 1)     9.150                77.900              
5857       (3 5 2 1 1)     9.075                77.904              
5858       (3 1 1 1 1)     9.132                77.904              
5859       (3 3 2 1 2)     9.067                77.908              
5860       (0 1 0 5 1)     9.921                77.901              
5861       (3 3 2 1 2)     12.758               77.905              
5862       (3 1 1 1 2)     12.463               77.906              
5863       (3 3 2 1 2)     9.111                77.909              
5864       (4 6 0 5 1)     9.172                77.899              
5865       (1 0 0 5 1)     9.069                77.890              
5866       (3 3 2 1 2)     9.151                77.890              
5867       (3 5 0 1 1)     9.092                77.887              
5868       (3 1 2 1 1)     15.084               77.884              
5869       (3 1 2 1 2)     9.071                77.888              
5870       (3 1 2 1 2)     9.163                77.888              
5871       (3 3 1 1 2)     9.192                77.892              
5872       (3 5 1 1 1)     9.125                77.892              
5873       (3 3 1 1 2)     9.152                77.896              
5874       (3 1 1 1 2)     9.182                77.900              
5875       (3 1 0 1 2)     9.080                77.893              
5876       (3 1 1 1 2)     9.050                77.893              
5877       (3 3 2 1 1)     15.257               77.894              
5878       (3 5 2 1 2)     9.171                77.898              
5879       (3 3 2 1 2)     9.083                77.901              
5880       (3 3 2 1 1)     9.172                77.902              
5881       (4 3 2 5 1)     9.162                77.899              
5882       (3 5 1 1 2)     9.157                77.902              
5883       (3 1 1 1 1)     9.203                77.903              
5884       (3 1 2 1 2)     9.122                77.900              
5885       (3 1 1 5 1)     9.122                77.900              
5886       (2 3 2 1 1)     9.071                77.897              
5887       (3 5 1 1 2)     9.152                77.901              
5888       (4 3 2 0 1)     15.286               77.898              
5889       (3 1 2 1 1)     15.116               77.895              
5890       (5 3 2 1 2)     9.059                77.898              
5891       (3 3 2 1 2)     15.337               77.899              
5892       (5 3 2 1 1)     9.212                77.903              
5893       (5 3 1 1 2)     9.164                77.903              
5894       (2 5 1 1 1)     9.135                77.903              
5895       (3 5 1 1 1)     9.965                77.907              
5896       (1 2 0 0 0)     15.625               77.894              
5897       (3 3 2 1 2)     15.454               77.898              
5898       (3 3 2 1 2)     9.166                77.901              
5899       (3 1 1 1 2)     9.162                77.905              
5900       (3 5 1 1 2)     15.399               77.909              
5901       (3 1 2 1 1)     9.172                77.902              
5902       (3 3 2 1 2)     9.296                77.906              
5903       (5 3 2 1 1)     9.142                77.907              
5904       (3 3 2 1 2)     9.192                77.910              
5905       (3 1 1 1 2)     9.930                77.907              
5906       (3 5 1 1 3)     12.317               77.908              
5907       (2 1 1 1 2)     15.369               77.911              
5908       (3 5 1 1 2)     9.900                77.915              
5909       (3 1 1 1 1)     12.402               77.915              
5910       (3 3 2 1 2)     10.491               77.912              
5911       (3 5 1 1 2)     12.526               77.916              
5912       (4 3 2 1 1)     11.066               77.916              
5913       (0 1 0 0 1)     13.154               77.907              
5914       (3 5 2 1 2)     9.375                77.910              
5915       (3 3 2 1 2)     15.124               77.914              
5916       (3 1 1 1 2)     9.186                77.914              
5917       (3 1 1 1 1)     9.154                77.918              
5918       (6 3 2 1 2)     9.172                77.922              
5919       (3 3 2 0 0)     9.081                77.916              
5920       (2 3 2 1 2)     9.149                77.919              
5921       (3 5 1 1 2)     9.162                77.923              
5922       (3 3 2 1 2)     14.079               77.927              
5923       (4 5 0 3 1)     9.071                77.917              
5924       (4 3 2 1 1)     9.142                77.917              
5925       (3 5 1 1 1)     9.122                77.921              
5926       (3 1 2 1 1)     9.143                77.918              
5927       (3 5 2 1 2)     15.269               77.922              
5928       (3 1 2 1 2)     9.081                77.922              
5929       (3 3 2 1 2)     9.141                77.926              
5930       (3 3 2 1 2)     9.828                77.930              
5931       (3 3 2 1 2)     12.296               77.933              
5932       (3 5 1 1 1)     9.122                77.934              
5933       (3 1 2 1 2)     9.152                77.934              
5934       (3 3 2 1 1)     9.080                77.931              
5935       (3 3 2 5 0)     9.140                77.928              
5936       (3 1 1 1 0)     10.054               77.925              
5937       (4 0 2 2 0)     9.256                77.915              
5938       (3 3 2 1 2)     9.166                77.919              
5939       (3 5 2 1 0)     9.140                77.919              
5940       (3 3 2 1 2)     9.757                77.923              
5941       (2 5 0 5 1)     11.769               77.917              
5942       (0 3 2 1 2)     15.484               77.917              
5943       (6 1 2 0 1)     9.070                77.910              
5944       (3 3 2 1 2)     10.042               77.914              
5945       (2 2 2 0 1)     9.217                77.908              
5946       (3 3 2 1 2)     9.080                77.912              
5947       (4 3 2 1 1)     9.183                77.912              
5948       (3 3 2 1 2)     9.161                77.912              
5949       (2 6 0 5 1)     15.258               77.903              
5950       (0 6 1 0 1)     9.132                77.896              
5951       (3 5 1 1 1)     10.003               77.900              
5952       (3 0 0 5 0)     9.183                77.890              
5953       (2 3 2 1 1)     9.185                77.890              
5954       (3 3 2 1 2)     15.328               77.894              
5955       (4 6 0 5 1)     9.142                77.888              
5956       (3 3 2 1 2)     9.746                77.888              
5957       (3 3 2 1 2)     12.379               77.889              
5958       (3 3 2 1 2)     15.543               77.892              
5959       (3 1 1 1 2)     9.141                77.893              
5960       (0 2 0 0 0)     10.118               77.883              
5961       (3 3 2 1 1)     10.045               77.883              
5962       (3 3 2 1 2)     9.214                77.887              
5963       (3 3 2 1 2)     15.351               77.891              
5964       (3 3 2 1 1)     10.148               77.888              
5965       (3 1 2 1 1)     12.522               77.885              
5966       (3 5 1 1 1)     10.028               77.885              
5967       (3 5 2 1 1)     15.040               77.885              
5968       (0 3 2 1 1)     9.214                77.886              
5969       (3 1 1 1 1)     15.205               77.886              
5970       (2 5 1 0 1)     10.034               77.883              
5971       (3 5 2 1 1)     12.423               77.883              
5972       (3 5 1 1 1)     9.153                77.884              
5973       (3 3 2 1 2)     9.102                77.888              
5974       (3 1 1 1 2)     9.205                77.891              
5975       (3 1 2 0 1)     9.162                77.888              
5976       (3 3 2 1 2)     9.162                77.892              
5977       (3 3 2 1 2)     9.174                77.896              
5978       (3 1 2 1 1)     9.143                77.896              
5979       (3 1 1 1 2)     9.133                77.896              
5980       (2 3 2 1 2)     10.969               77.900              
5981       (3 3 2 1 2)     12.358               77.900              
5982       (2 5 1 0 1)     9.144                77.897              
5983       (3 3 2 1 1)     9.071                77.898              
5984       (0 1 1 1 1)     15.051               77.895              
5985       (3 3 2 1 2)     9.153                77.898              
5986       (3 3 2 1 1)     9.197                77.899              
5987       (3 3 2 1 1)     9.094                77.896              
5988       (3 5 2 1 1)     9.859                77.899              
5989       (5 3 2 1 2)     15.420               77.903              
5990       (3 3 2 1 2)     15.225               77.907              
5991       (0 5 0 0 3)     9.094                77.901              
5992       (4 3 2 1 0)     10.067               77.901              
5993       (3 3 2 1 2)     10.046               77.898              
5994       (3 1 1 1 2)     9.203                77.898              
5995       (1 1 0 0 3)     15.309               77.892              
5996       (2 0 1 5 1)     9.162                77.882              
5997       (3 5 1 1 1)     9.132                77.886              
5998       (3 3 2 1 2)     15.306               77.890              
5999       (3 3 2 1 2)     9.080                77.890              
6000       (3 1 1 1 2)     10.106               77.887              
6001       (3 3 2 1 2)     9.203                77.891              
6002       (3 3 2 1 2)     15.255               77.894              
6003       (3 5 1 0 1)     9.162                77.895              
6004       (4 3 0 5 1)     9.060                77.888              
6005       (3 3 2 1 2)     9.152                77.892              
6006       (3 5 2 1 1)     9.152                77.892              
6007       (3 5 2 1 1)     10.105               77.896              
6008       (3 1 1 1 2)     10.034               77.900              
6009       (3 3 2 1 2)     9.163                77.903              
6010       (3 1 1 1 2)     9.140                77.904              
6011       (3 3 2 1 2)     9.068                77.908              
6012       (5 3 2 1 1)     9.142                77.911              
6013       (3 1 2 1 1)     9.952                77.908              
6014       (6 5 0 0 3)     9.141                77.899              
6015       (3 3 1 1 1)     9.153                77.902              
6016       (3 1 1 1 2)     9.204                77.903              
6017       (3 3 2 1 2)     9.102                77.906              
6018       (4 6 1 0 0)     10.106               77.900              
6019       (3 3 2 1 2)     10.033               77.900              
6020       (3 1 1 1 2)     9.236                77.897              
6021       (0 3 2 1 2)     9.172                77.898              
6022       (2 1 1 0 1)     9.960                77.891              
6023       (3 5 2 1 2)     15.409               77.895              
6024       (3 5 1 1 1)     9.145                77.895              
6025       (4 6 0 5 1)     9.152                77.886              
6026       (3 3 1 1 2)     9.183                77.889              
6027       (4 2 0 0 3)     9.079                77.877              
6028       (3 3 2 1 2)     9.070                77.877              
6029       (3 3 2 1 2)     9.156                77.881              
6030       (3 5 2 1 1)     9.176                77.881              
6031       (3 3 2 1 2)     9.081                77.881              
6032       (0 2 0 0 1)     9.162                77.872              
6033       (6 1 1 1 2)     9.153                77.872              
6034       (3 3 2 1 2)     9.162                77.876              
6035       (0 2 1 0 1)     9.132                77.869              
6036       (3 3 2 1 2)     15.016               77.870              
6037       (3 3 2 1 1)     9.091                77.870              
6038       (3 3 2 1 1)     9.072                77.871              
6039       (3 5 2 1 2)     9.162                77.871              
6040       (0 2 1 0 1)     10.201               77.868              
6041       (5 3 2 1 1)     12.486               77.872              
6042       (3 3 2 5 0)     9.151                77.869              
